id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
ark://27927/phzt5r4mjn,The development of the Australian Space Forecast Centre (ASFC),History of Geo- and Space Sciences,2018,10.5194/hgss-9-53-2018,article,portico,01/01/2018,1,9,http://doi.org/10.5194/hgss-9-53-2018,David Cole; Phil Wilkinson; John A. Kennewell,Copernicus Publications,eng,53,63,,7928,11,unigram; bigram; trigram
ark://27927/pgh3sj1t6bb,Customer expectations of remote maintenance services in the medical equipment industry,Journal of Service Management,2014,10.1108/JOSM-07-2013-0195,article,portico,14/10/2014,5,25,http://doi.org/10.1108/JOSM-07-2013-0195,"ProfessorAndy Neely,ProfessorIrene C.L. Ng,ProfessorRajkumar Roy,StefaniePaluch",Emerald Group Publishing,eng,639,653,,7635,15,unigram; bigram; trigram
ark://27927/pgh124r7cp1,Pushing the limits for medical image reconstruction on recent standard multicore processors,International Journal of High Performance Computing Applications,2013,10.1177/1094342012442424,article,portico,01/05/2013,2,27,http://doi.org/10.1177/1094342012442424,Joachim Hornegger; Gerhard Wellein; Jan Treibig; Georg Hager; Hannes G. Hofmann,SAGE Publications,eng,162,177,,11466,16,unigram; bigram; trigram
ark://27927/phx2k87wh1r,The Role of Local Intermediaries in the Process of Digitally Engaging Non-Users of the Internet,Media International Australia,2014,10.1177/1329878X1415100118,article,portico,01/05/2014,1,151,http://doi.org/10.1177/1329878X1415100118,Sora Park,SAGE Publications,eng,137,145,,5086,9,unigram; bigram; trigram
ark://27927/phz8c0bxr8v,Display Taiwan Round - EEÄ - EEUp,Information Display,2011,10.1002/j.2637-496X.2011.tb00422.x,article,portico,01/09/2011,9,27,http://doi.org/10.1002/j.2637-496X.2011.tb00422.x,Steve Sechrist,"John Wiley & Sons, Inc.",eng,40,44,,2837,5,unigram; bigram; trigram
ark://27927/phx4kknjvm8,"Application performance analysis and efficient execution on systems with multi-core CPUs, GPUs and MICs: a case study with microscopy image analysis",International Journal of High Performance Computing Applications,2017,10.1177/1094342015594519,article,portico,01/01/2017,1,31,http://doi.org/10.1177/1094342015594519,George Teodoro; Jun Kong; Tahsin Kurc; Renato Ferreira; Joel Saltz; Guilherme Andrade,SAGE Publications,eng,32,51,,13570,20,unigram; bigram; trigram
ark://27927/pbd94h647b,6. Big Blue: Manufacturing and Innovation at IBM Rochester,Digital State,2013,,chapter,portico,01/01/2013,,,,Thomas J. Misa,University of Minnesota Press,eng,163,188,,9508,26,unigram; bigram; trigram
ark://27927/pgg1n9t286f,Engaged Libraries Leading the Way,National Civic Review,2012,10.1002/ncr.21091,article,portico,01/12/2012,4,101,http://doi.org/10.1002/ncr.21091,Christine Becker,"John Wiley & Sons, Inc.",eng,21,23,,1729,3,unigram; bigram; trigram
ark://27927/phwcxvhtz5,Trying to become a different type of company: dynamic capability at Smith Corona,Strategic Management Journal,2011,10.1002/smj.863,article,portico,01/01/2011,1,32,http://doi.org/10.1002/smj.863,Erwin Danneels,"John Wiley & Sons, Inc.",eng,1,31,,23889,31,unigram; bigram; trigram
ark://27927/phx4zr3z8j7,Book Review: Steve Jobs,Journal of the American Psychoanalytic Association,2012,10.1177/0003065112456293,article,portico,01/08/2012,4,60,http://doi.org/10.1177/0003065112456293,Jon K. Meyer,SAGE Publications,eng,869,876,,4096,9,unigram; bigram; trigram
ark://27927/phzd14dg8gs,Factors influencing Malaysian small and medium enterprises adoption of electronic government procurement,Journal of Public Procurement,2020,10.1108/JOPP-09-2019-0066,article,portico,02/01/2020,1,20,http://doi.org/10.1108/JOPP-09-2019-0066,Ahmed Elsadig Musa; Soong Kai-Kit; Tan Khong Sin,Emerald Group Publishing,eng,38,61,,10405,24,unigram; bigram; trigram
ark://27927/phx3stnqrnh,Complexity Arrangements for Sustained Innovation: Lessons from 3M Corporation,Organization Studies,2011,10.1177/0170840611410810,article,portico,01/06/2011,6,32,http://doi.org/10.1177/0170840611410810,Kevin J. Dooley; Joel Gehman; Arun Kumaraswamy; Raghu Garud; Haridimos Tsoukas,SAGE Publications,eng,737,767,,18581,31,unigram; bigram; trigram
ark://27927/pghjqmdvr2,The Affordances of Blogging As a Practice to Support Ninth-Grade Science Teachers - EEÄ - EE Identity Development as Leaders,Journal of Teacher Education,2014,10.1177/0022487113519475,article,portico,01/05/2014,3,65,http://doi.org/10.1177/0022487113519475,Ya-Wen Cheng; Nilay Muslu; Somnath Sinha; Deborah L. Hanuscin; Carina Rebello,SAGE Publications,eng,207,222,,12129,16,unigram; bigram; trigram
ark://27927/pgjngz8snk,Cost optimization of virtual infrastructures in dynamic multi - EEÄ - EEcloud - EEÄ - EEscenarios,Concurrency and Computation: Practice and Experience,2015,10.1002/cpe.2972,article,portico,25/06/2015,9,27,http://doi.org/10.1002/cpe.2972,Ignacio M. Llorente; Rafael Moreno - EEÄ - EEVozmediano; Issue Editor: Rajiv Ranjan; Jose Luis Lucas - EEÄ - EESimarro; Ruben S. Montero; Issue Editor: Waleed Smari; Issue Editor: Surya Nepal; Issue Editor: Dimitrios Georgakopulos; Issue Editor: Carsten Trinitis; Issue Editor: Sandro Fiore; Issue Editor: Rajkumar Buyya,"John Wiley & Sons, Inc.",eng,2260,2277,,8996,18,unigram; bigram; trigram
ark://27927/phx7sp4sxhv,Coherent Out - EEÄ - EEof - EEÄ - EECore Point - EEÄ - EEBased Global Illumination,Computer Graphics Forum,2011,10.1111/j.1467-8659.2011.01995.x,article,portico,01/06/2011,4,30,http://doi.org/10.1111/j.1467-8659.2011.01995.x,Ryan S. Overbeck; Janne Kontkanen; Eric Tabellion,"John Wiley & Sons, Inc.",eng,1353,1360,,6716,8,unigram; bigram; trigram
ark://27927/pgk2hsrg15q,Designing and evaluating a patient-centred health management system for seniors,Journal of Telemedicine and Telecare,2016,10.1177/1357633X15586082,article,portico,01/03/2016,2,22,http://doi.org/10.1177/1357633X15586082,Jaspaljeet Singh Dhillon; Burkhard W√ºnsche; Christof Lutteroth,SAGE Publications,eng,96,104,,5370,9,unigram; bigram; trigram
ark://27927/pgg36p6kd5f,A heterogeneous CPU - EEÄ - EEGPU parallel approach to a multigrid Poisson solver for incompressible fluid simulation,Computer Animation and Virtual Worlds,2013,10.1002/cav.1498,article,portico,01/05/2013,03-Apr,24,http://doi.org/10.1002/cav.1498,Hwi - EEÄ - EERyong Jung; Sun - EEÄ - EETae Kim; Junyong Noh; Jeong - EEÄ - EEMo Hong,"John Wiley & Sons, Inc.",eng,185,193,,4943,9,unigram; bigram; trigram
ark://27927/phz956tgpt6,E-Finance: The Future is Here,SAGE KNOWLEDGE,2010,10.4135/9788132108061,book,portico,01/01/2010,,,http://doi.org/10.4135/9788132108061,V. C. Joshi,SAGE Publications,eng,,,,66699,206,unigram; bigram; trigram
ark://27927/phw6h2kw39,Anecdotes: Retrospective Computing and Consumer-Led Development,IEEE Annals of the History of Computing,2016,10.1353/ahc.2016.0023,article,portico,16/09/2016,2,38,http://doi.org/10.1353/ahc.2016.0023,,Project MUSE,eng,66,71,,3473,6,unigram; bigram; trigram
ark://27927/pbd991k47c,1 Introduction,Wavelet RadioWavelet Radio,2013,10.1017/CBO9781139084697.002,chapter,portico,01/01/2013,,,https://doi.org/10.1017/CBO9781139084697.002,Homayoun Nikookar,Cambridge University Press,eng,1,10,,3504,10,unigram; bigram; trigram
ark://27927/phzd2b4s82s,The Uncredited,Feminist Media Histories,2020,10.1525/fmh.2020.6.1.119,article,portico,01/01/2020,1,6,http://doi.org/10.1525/fmh.2020.6.1.119,Laine Nooney,University of California Press,eng,119,146,,10369,28,unigram; bigram; trigram
ark://27927/pgg37fs08d4,Barriers to collaborative information seeking in organizations,Proceedings of the American Society for Information Science and Technology,2012,10.1002/meet.14504901169,article,portico,01/01/2012,1,49,http://doi.org/10.1002/meet.14504901169,Arvind Karunakaran; Madhu Reddy,"John Wiley & Sons, Inc.",eng,1,10,,8000,10,unigram; bigram; trigram
ark://27927/phw6h2k1gx,Guest Editor - EEÄ - EEs Introduction,IEEE Annals of the History of Computing,2015,,article,portico,01/01/2015,4,36,, -- Alberts; G. -- (Gerard),Project MUSE,eng,2,5,,2520,4,unigram; bigram; trigram
ark://27927/phxhs503xp,Key success factors behind electronic medical record adoption in Thailand,Journal of Health Organization and Management,2016,10.1108/JHOM-10-2014-0180,article,portico,19/09/2016,6,30,http://doi.org/10.1108/JHOM-10-2014-0180,Newton Charles; Narattharaksa Kanida; Speece Mark; Bulyalert Damrongsak,Emerald Group Publishing,eng,985,1008,,12501,24,unigram; bigram; trigram
ark://27927/phx776cq2t6,System Dynamics and Dysfunctionalities: Levers for Overcoming Emergency Department Overcrowding,Academic Emergency Medicine,2011,10.1111/j.1553-2712.2011.01225.x,article,portico,01/12/2011,12,18,http://doi.org/10.1111/j.1553-2712.2011.01225.x,Gordon D. Schiff,"John Wiley & Sons, Inc.",eng,1255,1261,,5403,7,unigram; bigram; trigram
ark://27927/phx6csx82sr,Real estate business model innovation and the impact of ego network structure,Management Research Review,2017,10.1108/MRR-11-2016-0253,article,portico,19/06/2017,6,40,http://doi.org/10.1108/MRR-11-2016-0253,Roxenhall Tommy; Yderf√§lt AÃ - EEsa,Emerald Group Publishing,eng,648,670,,11770,23,unigram; bigram; trigram
ark://27927/phw1t21c23q,"Big data for open innovation in SMEs and large corporations: Trends, opportunities, and challenges",Creativity and Innovation Management,2018,10.1111/caim.12224,article,portico,01/03/2018,1,27,http://doi.org/10.1111/caim.12224,Alberto Di Minin; Antonio Messeni Petruzzelli; Pasquale Del Vecchio; Salvatore Pirri; Umberto Panniello,"John Wiley & Sons, Inc.",eng,6,22,,16341,17,unigram; bigram; trigram
ark://27927/phx14pc0gq6,9. Open mHealth and the Problem of Data Interoperability,Quantified,2016,,chapter,portico,01/01/2016,,,,Dawn Nafus,The MIT Press,eng,161,168,,2929,8,unigram; bigram; trigram
http://www.jstor.org/stable/10.7249/j.ctt3fgzv9.16,Technology Choices and Development in FCS,Lessons from the Army - EEÄ - EEs Future Combat Systems Program,2012,,chapter,jstor,01/01/2012,,,http://www.jstor.org/stable/10.7249/j.ctt3fgzv9.16,Christopher G. Pernin; Elliot Axelband; Jeffrey A. Drezner; Brian B. Dille; John Gordon <suffix>IV</suffix>; Bruce J. Held; K. Scott McMahon; Walter L. Perry; Christopher Rizzi; Akhil R. Shah; Peter A. Wilson; Jerry M. Sollinger,,eng,191,246,,24303,56,unigram; bigram; trigram; fullText
ark://27927/phx4jvx8ghk,STOCK MARKET VOLATILITY: A COMPARISON OF COMPUTER AND CELLULAR HARDWARE COMPANIES,Global Journal of Business Research,2010,,article,portico,01/09/2010,3,4,,"NeilTerry,AnneMacy,AmjadAbdullat",The Institute for Business and Finance Research,eng,11,24,,8768,14,unigram; bigram; trigram
ark://27927/phx2tvbm3kj,3. Forging Broadband for the Commanding-Heights Economy: State-Business Relations in Networking,Networking China,2017,,chapter,portico,01/01/2017,,,,"Yu, Hong",University of Illinois Press,eng,51,78,,11842,28,unigram; bigram; trigram
ark://27927/phzbq9wj4j1,An evidence-based review of Celpe-Bras: The exam for certification of proficiency in Portuguese as a foreign language,Language Testing,2019,10.1177/0265532219849000,article,portico,01/10/2019,4,36,http://doi.org/10.1177/0265532219849000,Carina Jiayu Liu; Cecilia Guanfang Zhao,SAGE Publications,eng,617,627,,5234,11,unigram; bigram; trigram
ark://27927/pgkm38fqj,Factors impacting information governance in the mobile device dual - EEÄ - EEuse context,Records Management Journal,2013,10.1108/RMJ-11-2012-0033,article,portico,19/07/2013,2,23,http://doi.org/10.1108/RMJ-11-2012-0033,AndreaBack MarioSilic,Emerald Group Publishing,eng,73,89,,8571,17,unigram; bigram; trigram
ark://27927/pgh124jg14q,To wish impossible things*,International Communication Gazette,2013,10.1177/1748048512461765,article,portico,01/02/2013,1,75,http://doi.org/10.1177/1748048512461765,Josep Llu√≠s Mic√≥; Julian Matthews; Kostas Saltzis; David Domingo; Pere Masip; Roger Dickinson,SAGE Publications,eng,118,137,,10176,20,unigram; bigram; trigram
ark://27927/pgg5jnnzzds,Current techniques and future trends in embedded system's virtualization,Software: Practice and Experience,2012,10.1002/spe.1156,article,portico,01/07/2012,7,42,http://doi.org/10.1002/spe.1156,Issue Editor: Kenneth B. Kent; Fabiano Hessel; Issue Editor: J√©r√¥me Hugues; Alexandra Aguiar,"John Wiley & Sons, Inc.",eng,917,944,,12957,28,unigram; bigram; trigram
ark://27927/phx36hxw35s,Practo Technologies: the online way of life!,Emerald Emerging Markets Case Studies,2013,10.1108/EEMCS-06-2013-0127,article,portico,14/11/2013,7,3,http://doi.org/10.1108/EEMCS-06-2013-0127,Kumar Amit; Chauhan Roma,Emerald Group Publishing,eng,1,19,,7847,19,unigram; bigram; trigram
http://www.jstor.org/stable/23526834,The Rise of Big Data: How It's Changing the Way We Think About the World,Foreign Affairs,2013,,article,jstor,01/05/2013,3,92,http://www.jstor.org/stable/23526834,Kenneth Cukier; Viktor Mayer-Schoenberger,Council on Foreign Relations,eng,28,40,,5221,13,unigram; bigram; trigram
ark://27927/phx66cprzm6,New challenges for libraries in the information age: a comparative study of ICT in public libraries in 25 countries,Information Development,2010,10.1177/0266666910367739,article,portico,01/05/2010,2,26,http://doi.org/10.1177/0266666910367739,Ricardo Gomez; Elizabeth Gould,SAGE Publications,eng,166,176,,7522,11,unigram; bigram; trigram
ark://27927/phzdnvwmjc0,Conceptualizing the key features of cyber - EEÄ - EEphysical systems in a multi - EEÄ - EElayered representation for safety and security analysis,Systems Engineering,2020,10.1002/sys.21509,article,portico,01/03/2020,2,23,http://doi.org/10.1002/sys.21509,Mary Ann Lundteigen; Nelson H. Carreras Guzman; Igor Kozine; Morten Wied,"John Wiley & Sons, Inc.",eng,189,210,,16722,22,unigram; bigram; trigram
http://www.jstor.org/stable/j.ctt183p2xf.9,Clouds,Information Politics,2015,,chapter,jstor,01/01/2015,,,http://www.jstor.org/stable/j.ctt183p2xf.9,Tim Jordan,,eng,83,97,,6088,17,unigram; bigram; trigram; fullText
http://www.jstor.org/stable/44736989,2016 TECH GIFT GUIDE,GPSolo,2016,,article,jstor,01/11/2016,6,33,http://www.jstor.org/stable/44736989,Jeffrey Allen; Ashley Hallene,American Bar Association,eng,46,67,,18177,22,unigram; bigram; trigram
ark://27927/pgk3kfgmv9n,Cultivating leadership in Asian libraries: a longitudinal impact study,Library Management,2016,10.1108/LM-02-2016-0012,article,portico,13/06/2016,04-May,37,http://doi.org/10.1108/LM-02-2016-0012,Tina TYang; Peter ESidorko; Esther M.W.Woo,Emerald Group Publishing,eng,243,264,,9548,22,unigram; bigram; trigram
ark://27927/pgg36t535wv,Problematizing  - EEÄ - EEKnowledge - EEÄ - EEfor - EEÄ - EEDevelopment - EEÄ - EE,Development and Change,2013,10.1111/dech.12053,article,portico,01/09/2013,5,44,http://doi.org/10.1111/dech.12053,Lata Narayanaswamy,"John Wiley & Sons, Inc.",eng,1065,1086,,10009,22,unigram; bigram; trigram
http://www.jstor.org/stable/24745246,The brain chip: Microprocessors modeled on networks of nerve cells promise blazing speed at incredibly low power - EEÄ - EEif they live up to hopes,Science,2014,,article,jstor,08/08/2014,6197,345,http://www.jstor.org/stable/24745246,Robert F. Service,American Association for the Advancement of Science,eng,614,616,,2656,3,unigram; bigram; trigram
ark://27927/phx3807ftnp,Digital workplaces,Business Information Review,2012,10.1177/0266382112470412,article,portico,01/12/2012,4,29,http://doi.org/10.1177/0266382112470412,Martin White,SAGE Publications,eng,205,214,,7903,10,unigram; bigram; trigram
ark://27927/phx7mfwmm7f,"MoneyBee: Towards enabling a ubiquitous, efficient, and easy - EEÄ - EEto - EEÄ - EEuse mobile crowdsourcing service in the emerging market",Bell Labs Technical Journal,2011,10.1002/bltj.20473,article,portico,01/03/2011,4,15,http://doi.org/10.1002/bltj.20473,Issue Editor: Thomas L. Wood; Issue Editor: Anne Lee; Animesh Nandi; Dinesh Govindaraj; Naidu K.V.M.; Viswanath Poosala; Girija Narlikar,"John Wiley & Sons, Inc.",eng,79,92,,7925,14,unigram; bigram; trigram
ark://27927/pgk3dbmdqd0,How Europe missed the mobile wave,Info,2016,10.1108/info-02-2016-0006,article,portico,13/06/2016,4,18,http://doi.org/10.1108/info-02-2016-0006,,Emerald Group Publishing,eng,12,32,,11562,21,unigram; bigram; trigram
ark://27927/pghmg522cf,Graphics processing unit - EEÄ - EEaccelerated techniques for bio - EEÄ - EEinspired computation in the primary visual cortex,Concurrency and Computation: Practice and Experience,2014,10.1002/cpe.3118,article,portico,01/07/2014,10,26,http://doi.org/10.1002/cpe.3118,Issue Editor: Horacio P√©rez - EEÄ - EES√°nchez; Manuela Chessa; Giulia Pasquale; Issue Editor: Sandra Gesing; Issue Editor: Ivan Merelli,"John Wiley & Sons, Inc.",eng,1799,1818,,10191,20,unigram; bigram; trigram
http://www.jstor.org/stable/26296392,Remembering Grace Murray Hopper (1906 - EEÄ - EE1986),Phalanx,2017,,article,jstor,01/06/2017,2,50,http://www.jstor.org/stable/26296392,Robin Burk,Military Operations Research Society,eng,63,68,,2687,4,unigram; bigram; trigram
ark://27927/pgg3zwbzvm8,Bandwidth - EEÄ - EEaware divisible task scheduling for cloud computing,Software: Practice and Experience,2014,10.1002/spe.2163,article,portico,01/02/2014,2,44,http://doi.org/10.1002/spe.2163,Rajkumar Buyya; Weiwei Lin; James Z. Wang; Chen Liang,"John Wiley & Sons, Inc.",eng,163,174,,6613,12,unigram; bigram; trigram
http://www.jstor.org/stable/45014299,Local (Dis)Connection: The Limits of ICTs in Participatory Initiatives at the Community Level,Philippine Sociological Review,2017,,article,jstor,01/01/2017,,65,http://www.jstor.org/stable/45014299,HILARY MARTINEZ,Philippine Sociological Society,eng,65,95,,8188,31,unigram; bigram; trigram
